,venue,lat,lon,address,category
156,milounapa apartments,34.992585,33.997997,Evagorou Street 10,Hotel
157,cordelia,34.993224,34.000719,,Assisted Living
158,Paloma Hotel apartments,34.992294,34.000944,"22 Demokratias Street, Ayia Napa, Кипр",Hotel
159,Convenience Store,34.99114,34.000877,,Convenience Store
160,Simos Magic,34.9897,33.994461,,Bar
161,Napa Prince Hotel Apartments,34.992937974175895,33.993869149077895,5342,Hotel
162,Post Office (Ταχυδρομείο),34.9905580989156,33.994190239321384,,Post Office
163,Pub Crawl,34.991137,33.999177,,Lounge
164,Golden Pheasant,34.99058201220972,34.00056283092072,,Bar
165,Napa City Apts,34.992638,34.001682,,Hotel
166,Los Bandidos,34.99052071672916,33.99861794840789,,Mexican Restaurant
167,Grabbarna Grus,34.991249302689305,33.99909059676337,Tefkrou Anthea 11,Nightclub
168,Hollywood Bouleward Dance Bar,34.98999202104184,33.9985058004012,,Nightclub
169,Club SIN,34.98996648501478,33.99876157126767,Ayia Napa,Nightclub
170,Taverna Napa,34.9921157566974,34.00072511785868,,Middle Eastern Restaurant
171,T Shirt King,34.992072,33.996194,,Design Studio
172,Mr. Jacket,34.98989,33.99795,,Bagel Shop
173,National Historic Museum,34.991624,33.993436,,History Museum
174,Petrosana Hotel,34.99127485394058,33.99263529700667,,Hotel
175,Bar Arbat,34.990119146371626,33.99783015299389,Ippokratous 5,Bar
176,Titanic Club,34.989978843548926,33.99847472435867,,Nightclub
177,Bedrock Inn,34.99005553407482,33.997875359676115,Διονύσιου Σολωμού,Nightclub
178,Wash & Dry Laundrette,34.99027882843032,33.99443513790135,,Laundromat
179,Napa Ace Hotel,34.99126,33.999092,,Bed & Breakfast
180,Vasiliana Apartments,34.989807,33.99481,,Residential Building (Apartment / Condo)
181,"Кипрский филиал ""Девичьей Светлицы""",34.99279348391779,33.99708544277402,,Housing Development
182,olympos,34.99345979461525,33.99537663077563,Early Booking: Olymbosgardenhomes@gmail.com,Housing Development
183,Ocean View Diving,34.991224,33.992354,,Dive Shop
184,Petinos Square Kiosk,34.99001,33.998577,,Convenience Store
185,Mastronapa,34.99303889891259,33.99752080378036,"28th October Str., 19",Bed & Breakfast
186,Rock n' Rebels,34.99250403,33.99833681,,Boutique
187,Hooters Lounge,34.98991,33.998035,,Bar
